,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
301427,10/06/2019,es,Linares,Granada,35.0,3,14,3,13,1,Andalucía,Andalucía,No
572765,10/06/2019,es,Linares,Málaga,6.0,1,4,1,4,0,Andalucía,Andalucía,No
572815,20/08/2019,es,Linares,Málaga,4.0,1,2,1,2,0,Andalucía,Andalucía,No
769894,20/08/2019,es,Linares,Antequera,4.0,1,1,1,1,0,Andalucía,Andalucía,No
300995,12/02/2018,es,Linares,Granada,16.0,3,8,3,8,0,Andalucía,Andalucía,No
572438,12/02/2018,es,Linares,Málaga,21.0,5,11,4,11,0,Andalucía,Andalucía,No
301209,08/10/2018,es,Linares,Granada,21.0,5,10,3,9,2,Andalucía,Andalucía,No
384363,08/10/2018,es,Linares,Sevilla,4.0,1,3,1,3,0,Andalucía,Andalucía,No
458989,08/10/2018,es,Linares,Jerez de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,No
572609,08/10/2018,es,Linares,Málaga,5.0,1,3,1,3,0,Andalucía,Andalucía,No
678576,08/10/2018,es,Linares,Córdoba,23.0,2,10,2,10,0,Andalucía,Andalucía,No
831342,08/10/2018,es,Linares,Cádiz,3.0,1,1,1,1,0,Andalucía,Andalucía,No
301339,04/03/2019,es,Linares,Granada,18.0,5,11,5,11,1,Andalucía,Andalucía,No
384435,04/03/2019,es,Linares,Sevilla,19.0,1,11,1,10,1,Andalucía,Andalucía,No
479836,04/03/2019,es,Linares,Algeciras,1.0,1,1,1,1,0,Andalucía,Andalucía,No
678647,04/03/2019,es,Linares,Córdoba,13.0,1,6,1,6,1,Andalucía,Andalucía,No
301533,07/10/2019,es,Linares,Granada,20.0,3,9,3,8,0,Andalucía,Andalucía,No
384555,07/10/2019,es,Linares,Sevilla,5.0,1,5,1,5,0,Andalucía,Andalucía,No
554192,07/10/2019,es,Linares,San Fernando,2.0,2,1,1,1,0,Andalucía,Andalucía,No
678742,07/10/2019,es,Linares,Córdoba,38.0,3,14,2,13,0,Andalucía,Andalucía,No
831363,07/10/2019,es,Linares,Cádiz,1.0,1,1,1,1,0,Andalucía,Andalucía,No
991640,07/10/2019,es,Linares,Osuna,3.0,1,1,1,1,0,Andalucía,Andalucía,No
301197,24/09/2018,es,Linares,Granada,11.0,3,6,3,6,1,Andalucía,Andalucía,No
384355,24/09/2018,es,Linares,Sevilla,14.0,4,6,3,6,0,Andalucía,Andalucía,No
572601,24/09/2018,es,Linares,Málaga,12.0,6,5,2,5,0,Andalucía,Andalucía,No
678566,24/09/2018,es,Linares,Córdoba,26.0,2,11,2,11,0,Andalucía,Andalucía,No
301210,09/10/2018,es,Linares,Granada,16.0,4,9,4,9,2,Andalucía,Andalucía,No
572610,09/10/2018,es,Linares,Málaga,5.0,1,3,1,3,0,Andalucía,Andalucía,No
301212,11/10/2018,es,Linares,Granada,61.0,10,25,5,24,2,Andalucía,Andalucía,No
572611,11/10/2018,es,Linares,Málaga,7.0,1,5,1,5,0,Andalucía,Andalucía,No
678577,11/10/2018,es,Linares,Córdoba,35.0,5,14,4,14,0,Andalucía,Andalucía,No
831343,11/10/2018,es,Linares,Cádiz,1.0,1,2,1,2,0,Andalucía,Andalucía,No
868978,11/10/2018,es,Linares,Armilla,3.0,2,1,1,1,0,Andalucía,Andalucía,No
301520,24/09/2019,es,Linares,Granada,27.0,1,10,1,10,0,Andalucía,Andalucía,No
384548,24/09/2019,es,Linares,Sevilla,6.0,1,3,1,3,2,Andalucía,Andalucía,No
572841,24/09/2019,es,Linares,Málaga,13.0,3,5,2,5,0,Andalucía,Andalucía,No
301535,09/10/2019,es,Linares,Granada,23.0,1,8,1,8,0,Andalucía,Andalucía,No
301537,11/10/2019,es,Linares,Granada,56.0,5,24,3,23,1,Andalucía,Andalucía,No
384558,11/10/2019,es,Linares,Sevilla,19.0,6,8,5,8,0,Andalucía,Andalucía,No
572851,11/10/2019,es,Linares,Málaga,17.0,6,9,3,8,1,Andalucía,Andalucía,No
655084,11/10/2019,es,Linares,Jaén,33.0,1,17,1,15,0,Andalucía,Andalucía,Si
678743,11/10/2019,es,Linares,Córdoba,35.0,3,15,3,15,0,Andalucía,Andalucía,No
691288,11/10/2019,es,Linares,Chiclana de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
901536,11/10/2019,es,Linares,Pozoblanco,8.0,1,3,1,2,0,Andalucía,Andalucía,No
909878,11/10/2019,es,Linares,Roquetas de Mar,1.0,1,1,1,1,0,Andalucía,Andalucía,No
980243,11/10/2019,es,Linares,Maracena,2.0,1,1,1,1,1,Andalucía,Andalucía,No
988591,11/10/2019,es,Linares,Cabra,3.0,1,1,1,1,0,Andalucía,Andalucía,No
301119,26/06/2018,es,Linares,Granada,22.0,1,9,1,9,1,Andalucía,Andalucía,No
572538,26/06/2018,es,Linares,Málaga,4.0,1,4,1,4,0,Andalucía,Andalucía,No
301137,16/07/2018,es,Linares,Granada,24.0,2,11,2,11,0,Andalucía,Andalucía,No
384321,16/07/2018,es,Linares,Sevilla,13.0,3,5,1,5,0,Andalucía,Andalucía,No
572552,16/07/2018,es,Linares,Málaga,7.0,3,3,1,3,0,Andalucía,Andalucía,No
865372,16/07/2018,es,Linares,Benalmádena,7.0,6,2,2,2,0,Andalucía,Andalucía,No
572775,26/06/2019,es,Linares,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,No
678692,26/06/2019,es,Linares,Córdoba,11.0,2,5,1,4,0,Andalucía,Andalucía,No
301459,16/07/2019,es,Linares,Granada,11.0,2,5,2,5,0,Andalucía,Andalucía,No
384514,16/07/2019,es,Linares,Sevilla,6.0,1,3,1,3,0,Andalucía,Andalucía,No
572793,16/07/2019,es,Linares,Málaga,6.0,1,4,1,4,0,Andalucía,Andalucía,No
678699,16/07/2019,es,Linares,Córdoba,27.0,1,10,1,9,0,Andalucía,Andalucía,No
301105,11/06/2018,es,Linares,Granada,11.0,4,5,3,5,1,Andalucía,Andalucía,No
1014068,11/06/2018,es,Linares,La Zubia,2.0,1,1,1,1,0,Andalucía,Andalucía,No
301219,18/10/2018,es,Linares,Granada,16.0,1,8,1,8,0,Andalucía,Andalucía,No
301540,15/10/2019,es,Linares,Granada,32.0,1,12,1,12,0,Andalucía,Andalucía,No
678746,15/10/2019,es,Linares,Córdoba,12.0,1,4,1,4,0,Andalucía,Andalucía,No
301063,26/04/2018,es,Linares,Granada,19.0,1,8,1,8,0,Andalucía,Andalucía,No
572490,26/04/2018,es,Linares,Málaga,14.0,3,6,3,5,0,Andalucía,Andalucía,No
678496,26/04/2018,es,Linares,Córdoba,24.0,3,9,3,8,1,Andalucía,Andalucía,No
301189,13/09/2018,es,Linares,Granada,24.0,7,9,3,8,0,Andalucía,Andalucía,No
384348,13/09/2018,es,Linares,Sevilla,3.0,2,1,1,1,0,Andalucía,Andalucía,No
678561,13/09/2018,es,Linares,Córdoba,14.0,1,5,1,4,0,Andalucía,Andalucía,No
301388,26/04/2019,es,Linares,Granada,34.0,2,16,2,15,0,Andalucía,Andalucía,No
384467,26/04/2019,es,Linares,Sevilla,20.0,1,9,1,9,2,Andalucía,Andalucía,No
459002,26/04/2019,es,Linares,Jerez de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
678667,26/04/2019,es,Linares,Córdoba,39.0,2,16,2,15,2,Andalucía,Andalucía,No
787455,26/04/2019,es,Linares,Almería,1.0,1,1,1,1,0,Andalucía,Andalucía,No
301391,29/04/2019,es,Linares,Granada,20.0,9,10,4,10,0,Andalucía,Andalucía,No
384470,29/04/2019,es,Linares,Sevilla,11.0,1,5,1,5,1,Andalucía,Andalucía,No
301511,13/09/2019,es,Linares,Granada,41.0,9,15,6,14,0,Andalucía,Andalucía,No
384542,13/09/2019,es,Linares,Sevilla,15.0,3,7,3,7,1,Andalucía,Andalucía,No
525447,13/09/2019,es,Linares,Marbella,1.0,1,1,1,1,0,Andalucía,Andalucía,No
572834,13/09/2019,es,Linares,Málaga,25.0,5,11,3,10,1,Andalucía,Andalucía,No
787474,13/09/2019,es,Linares,Almería,3.0,2,1,1,1,0,Andalucía,Andalucía,No
301174,28/08/2018,es,Linares,Granada,6.0,1,3,1,3,0,Andalucía,Andalucía,No
384341,28/08/2018,es,Linares,Sevilla,8.0,1,3,1,2,0,Andalucía,Andalucía,No
572583,28/08/2018,es,Linares,Málaga,3.0,1,2,1,2,0,Andalucía,Andalucía,No
678550,28/08/2018,es,Linares,Córdoba,13.0,1,5,1,4,0,Andalucía,Andalucía,No
287548,28/08/2019,es,Almería,Granada,68.0,13,27,8,26,0,Andalucía,Andalucía,No
370365,28/08/2019,es,Almería,Sevilla,7.0,3,3,1,3,1,Andalucía,Andalucía,No
475313,28/08/2019,es,Almería,Algeciras,2.0,1,1,1,1,1,Andalucía,Andalucía,No
561651,28/08/2019,es,Almería,Málaga,24.0,9,14,7,12,1,Andalucía,Andalucía,No
651690,28/08/2019,es,Almería,Jaén,17.0,1,8,1,7,1,Andalucía,Andalucía,No
844627,28/08/2019,es,Almería,Guadix,8.0,1,4,1,4,0,Andalucía,Andalucía,No
846799,28/08/2019,es,Almería,Mojácar,16.0,4,5,2,4,0,Andalucía,Andalucía,Si
916491,28/08/2019,es,Almería,Macael,3.0,2,1,1,1,1,Andalucía,Andalucía,Si
286883,01/11/2017,es,Almería,Granada,68.0,22,26,13,25,0,Andalucía,Andalucía,No
369733,01/11/2017,es,Almería,Sevilla,14.0,7,7,4,7,0,Andalucía,Andalucía,No
475036,01/11/2017,es,Almería,Algeciras,3.0,1,1,1,1,0,Andalucía,Andalucía,No
522184,01/11/2017,es,Almería,Marbella,1.0,1,1,1,1,0,Andalucía,Andalucía,No
560986,01/11/2017,es,Almería,Málaga,19.0,11,8,6,8,1,Andalucía,Andalucía,No
651140,01/11/2017,es,Almería,Jaén,15.0,2,9,2,9,0,Andalucía,Andalucía,No
733727,01/11/2017,es,Almería,Garrucha,2.0,2,1,1,1,0,Andalucía,Andalucía,Si
766731,01/11/2017,es,Almería,Vélez-Málaga,2.0,1,1,1,1,0,Andalucía,Andalucía,No
778818,01/11/2017,es,Almería,Úbeda,2.0,2,1,1,1,0,Andalucía,Andalucía,No
842137,01/11/2017,es,Almería,Vera,15.0,1,5,1,5,0,Andalucía,Andalucía,Si
844405,01/11/2017,es,Almería,Guadix,17.0,1,7,1,7,0,Andalucía,Andalucía,No
855814,01/11/2017,es,Almería,Olula del Río,6.0,2,3,1,2,0,Andalucía,Andalucía,Si
998511,01/11/2017,es,Almería,Alhaurín de la Torre,3.0,3,1,1,1,0,Andalucía,Andalucía,No
1011251,01/11/2017,es,Almería,Vélez-Blanco,3.0,2,1,1,1,0,Andalucía,Andalucía,Si
286918,06/12/2017,es,Almería,Granada,56.0,15,26,7,25,2,Andalucía,Andalucía,No
369765,06/12/2017,es,Almería,Sevilla,26.0,9,14,6,13,1,Andalucía,Andalucía,No
522193,06/12/2017,es,Almería,Marbella,1.0,1,1,1,1,0,Andalucía,Andalucía,No
561021,06/12/2017,es,Almería,Málaga,59.0,15,25,11,21,3,Andalucía,Andalucía,No
651165,06/12/2017,es,Almería,Jaén,14.0,10,8,6,8,0,Andalucía,Andalucía,No
672022,06/12/2017,es,Almería,Córdoba,4.0,3,3,2,3,0,Andalucía,Andalucía,No
766735,06/12/2017,es,Almería,Vélez-Málaga,5.0,1,3,1,3,1,Andalucía,Andalucía,No
778830,06/12/2017,es,Almería,Úbeda,2.0,2,1,1,1,0,Andalucía,Andalucía,No
855838,06/12/2017,es,Almería,Olula del Río,16.0,8,6,3,5,0,Andalucía,Andalucía,Si
867647,06/12/2017,es,Almería,Antas,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
870659,06/12/2017,es,Almería,Huelva,1.0,1,1,1,1,0,Andalucía,Andalucía,No
958282,06/12/2017,es,Almería,Estepa,2.0,1,1,1,1,0,Andalucía,Andalucía,No
976039,06/12/2017,es,Almería,La Línea de la Concepción,6.0,3,3,1,2,0,Andalucía,Andalucía,No
1004370,06/12/2017,es,Almería,Montilla,3.0,1,2,1,2,0,Andalucía,Andalucía,No
286920,08/12/2017,es,Almería,Granada,55.0,11,25,8,25,6,Andalucía,Andalucía,No
369767,08/12/2017,es,Almería,Sevilla,20.0,12,11,6,10,0,Andalucía,Andalucía,No
561023,08/12/2017,es,Almería,Málaga,50.0,28,24,14,24,2,Andalucía,Andalucía,No
651167,08/12/2017,es,Almería,Jaén,17.0,3,8,1,8,0,Andalucía,Andalucía,No
672024,08/12/2017,es,Almería,Córdoba,12.0,3,5,2,4,3,Andalucía,Andalucía,No
778832,08/12/2017,es,Almería,Úbeda,16.0,2,6,2,5,0,Andalucía,Andalucía,No
855840,08/12/2017,es,Almería,Olula del Río,7.0,2,3,1,2,0,Andalucía,Andalucía,Si
916275,08/12/2017,es,Almería,Macael,8.0,5,3,2,3,1,Andalucía,Andalucía,Si
967689,08/12/2017,es,Almería,Motril,23.0,2,11,2,11,2,Andalucía,Andalucía,No
1014041,08/12/2017,es,Almería,La Zubia,3.0,3,1,1,1,0,Andalucía,Andalucía,No
286937,25/12/2017,es,Almería,Granada,58.0,13,26,8,25,2,Andalucía,Andalucía,No
369782,25/12/2017,es,Almería,Sevilla,28.0,9,11,5,10,1,Andalucía,Andalucía,No
475049,25/12/2017,es,Almería,Algeciras,18.0,1,6,1,5,0,Andalucía,Andalucía,No
522203,25/12/2017,es,Almería,Marbella,3.0,1,2,1,2,0,Andalucía,Andalucía,No
552636,25/12/2017,es,Almería,San Fernando,3.0,1,1,1,1,0,Andalucía,Andalucía,No
561040,25/12/2017,es,Almería,Málaga,61.0,17,23,10,21,3,Andalucía,Andalucía,No
651180,25/12/2017,es,Almería,Jaén,7.0,1,4,1,4,0,Andalucía,Andalucía,No
672032,25/12/2017,es,Almería,Córdoba,3.0,1,1,1,1,0,Andalucía,Andalucía,No
797025,25/12/2017,es,Almería,Bailén,3.0,2,1,1,1,0,Andalucía,Andalucía,No
844420,25/12/2017,es,Almería,Guadix,8.0,2,5,1,5,0,Andalucía,Andalucía,No
891836,25/12/2017,es,Almería,Fuengirola,12.0,1,5,1,4,0,Andalucía,Andalucía,No
967696,25/12/2017,es,Almería,Motril,12.0,1,5,1,4,0,Andalucía,Andalucía,No
286944,01/01/2018,es,Almería,Granada,47.0,11,22,6,22,0,Andalucía,Andalucía,No
369789,01/01/2018,es,Almería,Sevilla,19.0,14,8,6,8,0,Andalucía,Andalucía,No
475053,01/01/2018,es,Almería,Algeciras,14.0,3,6,2,6,0,Andalucía,Andalucía,No
512678,01/01/2018,es,Almería,El Puerto de Santa María,3.0,1,1,1,1,0,Andalucía,Andalucía,No
561047,01/01/2018,es,Almería,Málaga,48.0,13,19,8,18,0,Andalucía,Andalucía,No
672037,01/01/2018,es,Almería,Córdoba,7.0,1,3,1,3,0,Andalucía,Andalucía,No
920020,01/01/2018,es,Almería,Guarromán,4.0,1,2,1,2,0,Andalucía,Andalucía,No
286949,06/01/2018,es,Almería,Granada,35.0,8,13,5,12,0,Andalucía,Andalucía,No
369794,06/01/2018,es,Almería,Sevilla,11.0,3,5,2,5,0,Andalucía,Andalucía,No
512681,06/01/2018,es,Almería,El Puerto de Santa María,3.0,2,1,1,1,0,Andalucía,Andalucía,No
561052,06/01/2018,es,Almería,Málaga,25.0,11,10,5,10,0,Andalucía,Andalucía,No
651190,06/01/2018,es,Almería,Jaén,14.0,3,8,2,7,0,Andalucía,Andalucía,No
844424,06/01/2018,es,Almería,Guadix,3.0,1,3,1,3,0,Andalucía,Andalucía,No
976041,06/01/2018,es,Almería,La Línea de la Concepción,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287031,29/03/2018,es,Almería,Granada,51.0,22,24,13,24,0,Andalucía,Andalucía,No
369869,29/03/2018,es,Almería,Sevilla,17.0,11,10,6,10,0,Andalucía,Andalucía,No
455733,29/03/2018,es,Almería,Jerez de la Frontera,3.0,2,1,1,1,0,Andalucía,Andalucía,No
475086,29/03/2018,es,Almería,Algeciras,7.0,4,3,2,3,1,Andalucía,Andalucía,No
561134,29/03/2018,es,Almería,Málaga,37.0,20,19,10,18,1,Andalucía,Andalucía,No
651255,29/03/2018,es,Almería,Jaén,20.0,5,10,3,10,0,Andalucía,Andalucía,No
669538,29/03/2018,es,Almería,Baeza,3.0,2,2,1,2,0,Andalucía,Andalucía,No
672086,29/03/2018,es,Almería,Córdoba,9.0,1,5,1,5,0,Andalucía,Andalucía,No
733773,29/03/2018,es,Almería,Garrucha,3.0,1,2,1,2,1,Andalucía,Andalucía,Si
778873,29/03/2018,es,Almería,Úbeda,7.0,2,3,2,3,0,Andalucía,Andalucía,No
802182,29/03/2018,es,Almería,Huércal-Overa,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
844450,29/03/2018,es,Almería,Guadix,35.0,2,16,1,13,3,Andalucía,Andalucía,No
855903,29/03/2018,es,Almería,Olula del Río,5.0,2,2,1,2,0,Andalucía,Andalucía,Si
967734,29/03/2018,es,Almería,Motril,15.0,3,6,1,6,0,Andalucía,Andalucía,No
981091,29/03/2018,es,Almería,Arcos de la Frontera,1.0,1,1,1,1,0,Andalucía,Andalucía,No
287032,30/03/2018,es,Almería,Granada,46.0,15,22,8,22,1,Andalucía,Andalucía,No
369870,30/03/2018,es,Almería,Sevilla,22.0,13,10,5,10,0,Andalucía,Andalucía,No
455734,30/03/2018,es,Almería,Jerez de la Frontera,8.0,2,3,1,3,0,Andalucía,Andalucía,No
561135,30/03/2018,es,Almería,Málaga,36.0,17,17,8,17,0,Andalucía,Andalucía,No
651256,30/03/2018,es,Almería,Jaén,13.0,5,9,3,9,1,Andalucía,Andalucía,No
844451,30/03/2018,es,Almería,Guadix,2.0,1,3,1,3,0,Andalucía,Andalucía,No
855904,30/03/2018,es,Almería,Olula del Río,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
1005261,30/03/2018,es,Almería,Coín,2.0,1,1,1,1,0,Andalucía,Andalucía,No
287064,01/05/2018,es,Almería,Granada,64.0,25,29,12,28,0,Andalucía,Andalucía,No
369900,01/05/2018,es,Almería,Sevilla,45.0,17,22,11,22,0,Andalucía,Andalucía,No
455741,01/05/2018,es,Almería,Jerez de la Frontera,4.0,1,3,1,3,0,Andalucía,Andalucía,No
475098,01/05/2018,es,Almería,Algeciras,5.0,2,3,2,3,0,Andalucía,Andalucía,No
561167,01/05/2018,es,Almería,Málaga,74.0,50,29,21,29,0,Andalucía,Andalucía,No
651281,01/05/2018,es,Almería,Jaén,24.0,9,14,6,14,0,Andalucía,Andalucía,No
672108,01/05/2018,es,Almería,Córdoba,2.0,2,2,2,2,0,Andalucía,Andalucía,No
733783,01/05/2018,es,Almería,Garrucha,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
778889,01/05/2018,es,Almería,Úbeda,2.0,2,1,1,1,0,Andalucía,Andalucía,No
828503,01/05/2018,es,Almería,Cádiz,4.0,2,3,1,3,0,Andalucía,Andalucía,No
842217,01/05/2018,es,Almería,Vera,17.0,1,6,1,6,0,Andalucía,Andalucía,Si
855924,01/05/2018,es,Almería,Olula del Río,13.0,2,6,1,6,0,Andalucía,Andalucía,Si
884959,01/05/2018,es,Almería,Puerto Real,2.0,2,1,1,1,0,Andalucía,Andalucía,No
967753,01/05/2018,es,Almería,Motril,6.0,2,2,1,2,0,Andalucía,Andalucía,No
976050,01/05/2018,es,Almería,La Línea de la Concepción,1.0,1,2,1,2,0,Andalucía,Andalucía,No
287170,15/08/2018,es,Almería,Granada,54.0,8,24,6,23,0,Andalucía,Andalucía,No
370002,15/08/2018,es,Almería,Sevilla,16.0,7,12,5,12,0,Andalucía,Andalucía,No
455769,15/08/2018,es,Almería,Jerez de la Frontera,3.0,1,2,1,2,0,Andalucía,Andalucía,No
561273,15/08/2018,es,Almería,Málaga,52.0,22,30,10,29,3,Andalucía,Andalucía,No
651370,15/08/2018,es,Almería,Jaén,13.0,2,7,2,7,0,Andalucía,Andalucía,No
672164,15/08/2018,es,Almería,Córdoba,11.0,2,7,1,6,0,Andalucía,Andalucía,No
797042,15/08/2018,es,Almería,Bailén,4.0,1,2,1,2,0,Andalucía,Andalucía,No
842286,15/08/2018,es,Almería,Vera,13.0,1,5,1,5,0,Andalucía,Andalucía,Si
846628,15/08/2018,es,Almería,Mojácar,13.0,3,6,1,6,0,Andalucía,Andalucía,Si
855981,15/08/2018,es,Almería,Olula del Río,3.0,3,2,2,2,1,Andalucía,Andalucía,Si
870692,15/08/2018,es,Almería,Huelva,1.0,1,2,1,2,0,Andalucía,Andalucía,No
1013753,15/08/2018,es,Almería,Tíjola,2.0,2,1,1,1,1,Andalucía,Andalucía,Si
287228,12/10/2018,es,Almería,Granada,105.0,29,46,16,42,6,Andalucía,Andalucía,No
370058,12/10/2018,es,Almería,Sevilla,21.0,9,10,5,10,2,Andalucía,Andalucía,No
522289,12/10/2018,es,Almería,Marbella,5.0,2,3,2,3,0,Andalucía,Andalucía,No
561331,12/10/2018,es,Almería,Málaga,55.0,29,24,13,24,1,Andalucía,Andalucía,No
651420,12/10/2018,es,Almería,Jaén,18.0,8,9,4,9,2,Andalucía,Andalucía,No
672199,12/10/2018,es,Almería,Córdoba,6.0,6,3,3,3,0,Andalucía,Andalucía,No
733833,12/10/2018,es,Almería,Garrucha,4.0,1,2,1,2,0,Andalucía,Andalucía,Si
778951,12/10/2018,es,Almería,Úbeda,20.0,6,8,3,6,0,Andalucía,Andalucía,No
802235,12/10/2018,es,Almería,Huércal-Overa,4.0,1,3,1,3,0,Andalucía,Andalucía,Si
842324,12/10/2018,es,Almería,Vera,13.0,6,5,3,5,1,Andalucía,Andalucía,Si
844494,12/10/2018,es,Almería,Guadix,25.0,1,14,1,12,3,Andalucía,Andalucía,No
856006,12/10/2018,es,Almería,Olula del Río,7.0,4,5,2,5,0,Andalucía,Andalucía,Si
864234,12/10/2018,es,Almería,Benalmádena,1.0,1,1,1,1,0,Andalucía,Andalucía,No
899985,12/10/2018,es,Almería,Vélez-Rubio,6.0,2,2,1,2,0,Andalucía,Andalucía,Si
916366,12/10/2018,es,Almería,Macael,7.0,3,5,1,5,0,Andalucía,Andalucía,Si
920659,12/10/2018,es,Almería,Peal de Becerro,2.0,1,1,1,1,0,Andalucía,Andalucía,No
928975,12/10/2018,es,Almería,Baza,11.0,4,6,2,6,1,Andalucía,Andalucía,No
967837,12/10/2018,es,Almería,Motril,27.0,3,12,2,11,1,Andalucía,Andalucía,No
998517,12/10/2018,es,Almería,Alhaurín de la Torre,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1013761,12/10/2018,es,Almería,Tíjola,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
287248,01/11/2018,es,Almería,Granada,59.0,30,28,15,28,0,Andalucía,Andalucía,No
370077,01/11/2018,es,Almería,Sevilla,21.0,15,9,6,9,0,Andalucía,Andalucía,No
455787,01/11/2018,es,Almería,Jerez de la Frontera,3.0,3,1,1,1,0,Andalucía,Andalucía,No
475173,01/11/2018,es,Almería,Algeciras,5.0,1,2,1,2,0,Andalucía,Andalucía,No
561351,01/11/2018,es,Almería,Málaga,51.0,34,21,16,20,1,Andalucía,Andalucía,No
651437,01/11/2018,es,Almería,Jaén,34.0,12,13,7,13,0,Andalucía,Andalucía,No
672212,01/11/2018,es,Almería,Córdoba,8.0,7,3,3,3,0,Andalucía,Andalucía,No
778961,01/11/2018,es,Almería,Úbeda,6.0,3,3,2,3,0,Andalucía,Andalucía,No
802245,01/11/2018,es,Almería,Huércal-Overa,17.0,3,10,2,9,0,Andalucía,Andalucía,Si
842338,01/11/2018,es,Almería,Vera,37.0,7,14,5,12,0,Andalucía,Andalucía,Si
856015,01/11/2018,es,Almería,Olula del Río,3.0,2,2,1,2,0,Andalucía,Andalucía,Si
928982,01/11/2018,es,Almería,Baza,9.0,1,5,1,4,0,Andalucía,Andalucía,No
1013764,01/11/2018,es,Almería,Tíjola,7.0,2,4,2,4,1,Andalucía,Andalucía,Si
287283,06/12/2018,es,Almería,Granada,48.0,20,24,11,24,1,Andalucía,Andalucía,No
370112,06/12/2018,es,Almería,Sevilla,13.0,12,8,5,8,0,Andalucía,Andalucía,No
475182,06/12/2018,es,Almería,Algeciras,7.0,1,2,1,2,0,Andalucía,Andalucía,No
522306,06/12/2018,es,Almería,Marbella,2.0,2,2,2,2,0,Andalucía,Andalucía,No
561386,06/12/2018,es,Almería,Málaga,54.0,35,25,19,25,1,Andalucía,Andalucía,No
651467,06/12/2018,es,Almería,Jaén,15.0,4,7,2,7,0,Andalucía,Andalucía,No
662868,06/12/2018,es,Almería,San Roque,3.0,2,2,1,2,0,Andalucía,Andalucía,No
672235,06/12/2018,es,Almería,Córdoba,3.0,3,1,1,1,0,Andalucía,Andalucía,No
778970,06/12/2018,es,Almería,Úbeda,5.0,3,3,3,3,1,Andalucía,Andalucía,No
802265,06/12/2018,es,Almería,Huércal-Overa,6.0,1,4,1,4,0,Andalucía,Andalucía,Si
842358,06/12/2018,es,Almería,Vera,9.0,2,5,2,5,0,Andalucía,Andalucía,Si
856034,06/12/2018,es,Almería,Olula del Río,11.0,6,4,3,4,0,Andalucía,Andalucía,Si
916388,06/12/2018,es,Almería,Macael,6.0,1,3,1,3,0,Andalucía,Andalucía,Si
928998,06/12/2018,es,Almería,Baza,9.0,2,4,2,4,0,Andalucía,Andalucía,No
967868,06/12/2018,es,Almería,Motril,6.0,2,5,1,5,0,Andalucía,Andalucía,No
971497,06/12/2018,es,Almería,Nerja,3.0,2,1,1,1,0,Andalucía,Andalucía,No
981016,06/12/2018,es,Almería,Cantoria,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
1006030,06/12/2018,es,Almería,Frigiliana,2.0,1,1,1,1,0,Andalucía,Andalucía,No
1011347,06/12/2018,es,Almería,Fines,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
1013772,06/12/2018,es,Almería,Tíjola,10.0,1,4,1,4,0,Andalucía,Andalucía,Si
287285,08/12/2018,es,Almería,Granada,48.0,22,21,12,21,2,Andalucía,Andalucía,No
370114,08/12/2018,es,Almería,Sevilla,10.0,3,4,2,3,0,Andalucía,Andalucía,No
561388,08/12/2018,es,Almería,Málaga,36.0,14,17,8,15,4,Andalucía,Andalucía,No
651469,08/12/2018,es,Almería,Jaén,7.0,1,4,1,4,0,Andalucía,Andalucía,No
802267,08/12/2018,es,Almería,Huércal-Overa,6.0,1,3,1,3,1,Andalucía,Andalucía,Si
842360,08/12/2018,es,Almería,Vera,21.0,5,8,3,8,2,Andalucía,Andalucía,Si
856036,08/12/2018,es,Almería,Olula del Río,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
287302,25/12/2018,es,Almería,Granada,75.0,12,28,8,26,2,Andalucía,Andalucía,No
370130,25/12/2018,es,Almería,Sevilla,24.0,8,10,4,10,1,Andalucía,Andalucía,No
455803,25/12/2018,es,Almería,Jerez de la Frontera,3.0,2,1,1,1,0,Andalucía,Andalucía,No
475191,25/12/2018,es,Almería,Algeciras,9.0,3,4,2,4,0,Andalucía,Andalucía,No
561405,25/12/2018,es,Almería,Málaga,58.0,19,26,12,26,1,Andalucía,Andalucía,No
651482,25/12/2018,es,Almería,Jaén,13.0,1,5,1,5,1,Andalucía,Andalucía,No
672247,25/12/2018,es,Almería,Córdoba,11.0,4,5,2,5,0,Andalucía,Andalucía,No
766813,25/12/2018,es,Almería,Vélez-Málaga,5.0,1,2,1,2,0,Andalucía,Andalucía,No
802275,25/12/2018,es,Almería,Huércal-Overa,11.0,2,4,2,4,0,Andalucía,Andalucía,Si
