,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL,AÑO,SEMANA,MES
735537,2019-01-21,es,Ciudad Real,Tomelloso,23.0,1,10,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735538,2019-01-22,es,Ciudad Real,Tomelloso,18.0,3,6,3,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735539,2019-01-23,es,Ciudad Real,Tomelloso,20.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735540,2019-01-24,es,Ciudad Real,Tomelloso,26.0,2,11,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735541,2019-01-25,es,Ciudad Real,Tomelloso,29.0,8,12,6,12,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735542,2019-01-27,es,Ciudad Real,Tomelloso,10.0,2,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,4,1
735543,2019-01-30,es,Ciudad Real,Tomelloso,18.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,5,1
735544,2019-01-31,es,Ciudad Real,Tomelloso,20.0,5,9,3,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,5,1
735545,2019-01-02,es,Ciudad Real,Tomelloso,44.0,3,20,2,20,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,1,1
735546,2019-04-02,es,Ciudad Real,Tomelloso,17.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735547,2019-06-02,es,Ciudad Real,Tomelloso,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,6
735548,2019-07-02,es,Ciudad Real,Tomelloso,14.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,27,7
735549,2019-08-02,es,Ciudad Real,Tomelloso,34.0,1,15,1,15,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,31,8
735550,2019-09-02,es,Ciudad Real,Tomelloso,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735551,2019-11-02,es,Ciudad Real,Tomelloso,28.0,3,9,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,44,11
735552,2019-02-14,es,Ciudad Real,Tomelloso,32.0,4,12,3,12,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,7,2
735553,2019-02-15,es,Ciudad Real,Tomelloso,40.0,6,18,6,18,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,7,2
735554,2019-02-17,es,Ciudad Real,Tomelloso,12.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,7,2
735555,2019-02-18,es,Ciudad Real,Tomelloso,25.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735556,2019-02-19,es,Ciudad Real,Tomelloso,26.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735557,2019-02-20,es,Ciudad Real,Tomelloso,18.0,2,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735558,2019-02-21,es,Ciudad Real,Tomelloso,20.0,4,8,4,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735559,2019-02-22,es,Ciudad Real,Tomelloso,28.0,6,14,4,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735560,2019-02-23,es,Ciudad Real,Tomelloso,9.0,2,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,8,2
735561,2019-02-26,es,Ciudad Real,Tomelloso,26.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,9,2
735562,2019-02-27,es,Ciudad Real,Tomelloso,15.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,9,2
735563,2019-02-28,es,Ciudad Real,Tomelloso,19.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,9,2
735564,2019-01-03,es,Ciudad Real,Tomelloso,47.0,8,22,6,20,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,1,1
735565,2019-04-03,es,Ciudad Real,Tomelloso,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735566,2019-05-03,es,Ciudad Real,Tomelloso,19.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,18,5
735567,2019-07-03,es,Ciudad Real,Tomelloso,35.0,6,15,5,13,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,27,7
735568,2019-08-03,es,Ciudad Real,Tomelloso,29.0,2,14,2,13,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,31,8
735569,2019-09-03,es,Ciudad Real,Tomelloso,7.0,2,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735570,2019-10-03,es,Ciudad Real,Tomelloso,17.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,40,10
735571,2019-11-03,es,Ciudad Real,Tomelloso,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,44,11
735572,2019-12-03,es,Ciudad Real,Tomelloso,14.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,49,12
735573,2019-03-13,es,Ciudad Real,Tomelloso,17.0,5,8,4,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,11,3
735574,2019-03-14,es,Ciudad Real,Tomelloso,30.0,3,11,3,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,11,3
735575,2019-03-15,es,Ciudad Real,Tomelloso,44.0,8,24,5,22,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,11,3
735576,2019-03-18,es,Ciudad Real,Tomelloso,19.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735577,2019-03-19,es,Ciudad Real,Tomelloso,26.0,1,10,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735578,2019-03-20,es,Ciudad Real,Tomelloso,18.0,5,7,4,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735579,2019-03-21,es,Ciudad Real,Tomelloso,24.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735580,2019-03-22,es,Ciudad Real,Tomelloso,24.0,5,13,5,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735581,2019-03-24,es,Ciudad Real,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,12,3
735582,2019-03-27,es,Ciudad Real,Tomelloso,19.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,13,3
735583,2019-03-28,es,Ciudad Real,Tomelloso,12.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,13,3
735584,2019-03-29,es,Ciudad Real,Tomelloso,40.0,10,20,6,19,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,13,3
735585,2019-03-30,es,Ciudad Real,Tomelloso,18.0,2,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,13,3
735586,2019-03-31,es,Ciudad Real,Tomelloso,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,13,3
735587,2019-03-04,es,Ciudad Real,Tomelloso,15.0,3,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,10,3
735588,2019-04-04,es,Ciudad Real,Tomelloso,22.0,1,10,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735589,2019-05-04,es,Ciudad Real,Tomelloso,33.0,8,16,7,16,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,18,5
735590,2019-07-04,es,Ciudad Real,Tomelloso,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,27,7
735591,2019-08-04,es,Ciudad Real,Tomelloso,30.0,1,12,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,31,8
735592,2019-09-04,es,Ciudad Real,Tomelloso,25.0,2,9,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735593,2019-10-04,es,Ciudad Real,Tomelloso,18.0,3,8,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,40,10
735594,2019-11-04,es,Ciudad Real,Tomelloso,35.0,5,13,5,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,45,11
735595,2019-12-04,es,Ciudad Real,Tomelloso,57.0,8,28,4,26,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,49,12
735596,2019-04-13,es,Ciudad Real,Tomelloso,16.0,2,7,2,7,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,15,4
735597,2019-04-15,es,Ciudad Real,Tomelloso,21.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,16,4
735598,2019-04-16,es,Ciudad Real,Tomelloso,18.0,2,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,16,4
735599,2019-04-17,es,Ciudad Real,Tomelloso,35.0,3,12,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,16,4
735600,2019-04-20,es,Ciudad Real,Tomelloso,9.0,1,5,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,16,4
735601,2019-04-22,es,Ciudad Real,Tomelloso,25.0,1,12,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735602,2019-04-23,es,Ciudad Real,Tomelloso,14.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735603,2019-04-24,es,Ciudad Real,Tomelloso,19.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735604,2019-04-25,es,Ciudad Real,Tomelloso,19.0,4,10,3,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735605,2019-04-26,es,Ciudad Real,Tomelloso,43.0,2,18,2,17,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735606,2019-04-27,es,Ciudad Real,Tomelloso,7.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735607,2019-04-28,es,Ciudad Real,Tomelloso,10.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,17,4
735608,2019-04-29,es,Ciudad Real,Tomelloso,20.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,18,4
735609,2019-01-05,es,Ciudad Real,Tomelloso,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,1,1
735610,2019-02-05,es,Ciudad Real,Tomelloso,28.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,6,2
735611,2019-03-05,es,Ciudad Real,Tomelloso,20.0,3,13,3,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,10,3
735612,2019-04-05,es,Ciudad Real,Tomelloso,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735613,2019-05-05,es,Ciudad Real,Tomelloso,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,18,5
735614,2019-06-05,es,Ciudad Real,Tomelloso,30.0,3,12,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,23,6
735615,2019-09-05,es,Ciudad Real,Tomelloso,24.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735616,2019-10-05,es,Ciudad Real,Tomelloso,24.0,7,12,4,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,40,10
735617,2019-05-13,es,Ciudad Real,Tomelloso,26.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,20,5
735618,2019-05-15,es,Ciudad Real,Tomelloso,17.0,1,7,1,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,20,5
735619,2019-05-16,es,Ciudad Real,Tomelloso,24.0,2,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,20,5
735620,2019-05-17,es,Ciudad Real,Tomelloso,28.0,2,12,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,20,5
735621,2019-05-21,es,Ciudad Real,Tomelloso,15.0,4,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,21,5
735622,2019-05-22,es,Ciudad Real,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,21,5
735623,2019-05-23,es,Ciudad Real,Tomelloso,23.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,21,5
735624,2019-05-24,es,Ciudad Real,Tomelloso,51.0,5,21,5,19,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,21,5
735625,2019-05-27,es,Ciudad Real,Tomelloso,30.0,2,12,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,5
735626,2019-05-28,es,Ciudad Real,Tomelloso,22.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,5
735627,2019-05-29,es,Ciudad Real,Tomelloso,21.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,5
735628,2019-05-30,es,Ciudad Real,Tomelloso,41.0,7,17,6,16,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,5
735629,2019-05-31,es,Ciudad Real,Tomelloso,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,22,5
735630,2019-02-06,es,Ciudad Real,Tomelloso,15.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,6,2
735631,2019-03-06,es,Ciudad Real,Tomelloso,21.0,2,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,10,3
735632,2019-04-06,es,Ciudad Real,Tomelloso,27.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735633,2019-06-06,es,Ciudad Real,Tomelloso,29.0,2,12,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,23,6
735634,2019-07-06,es,Ciudad Real,Tomelloso,34.0,1,16,1,16,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,27,7
735635,2019-11-06,es,Ciudad Real,Tomelloso,18.0,3,7,3,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,45,11
735636,2019-12-06,es,Ciudad Real,Tomelloso,17.0,4,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,49,12
735637,2019-06-13,es,Ciudad Real,Tomelloso,32.0,1,12,1,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,24,6
735638,2019-06-14,es,Ciudad Real,Tomelloso,36.0,2,15,2,15,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,24,6
735639,2019-06-17,es,Ciudad Real,Tomelloso,19.0,3,7,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,25,6
735640,2019-06-19,es,Ciudad Real,Tomelloso,40.0,3,15,1,15,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,25,6
735641,2019-06-21,es,Ciudad Real,Tomelloso,25.0,3,11,3,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,25,6
735642,2019-06-22,es,Ciudad Real,Tomelloso,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,25,6
735643,2019-06-27,es,Ciudad Real,Tomelloso,21.0,1,7,1,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,26,6
735644,2019-06-28,es,Ciudad Real,Tomelloso,44.0,1,16,1,15,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,26,6
735645,2019-06-30,es,Ciudad Real,Tomelloso,9.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,26,6
735646,2019-01-07,es,Ciudad Real,Tomelloso,16.0,1,8,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,2,1
735647,2019-02-07,es,Ciudad Real,Tomelloso,3.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,6,2
735648,2019-03-07,es,Ciudad Real,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,10,3
735649,2019-04-07,es,Ciudad Real,Tomelloso,7.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,14,4
735650,2019-05-07,es,Ciudad Real,Tomelloso,11.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,19,5
735651,2019-07-07,es,Ciudad Real,Tomelloso,17.0,1,9,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,27,7
735652,2019-09-07,es,Ciudad Real,Tomelloso,11.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735653,2019-10-07,es,Ciudad Real,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,41,10
735654,2019-07-16,es,Ciudad Real,Tomelloso,23.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,29,7
735655,2019-07-17,es,Ciudad Real,Tomelloso,9.0,2,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,29,7
735656,2019-07-18,es,Ciudad Real,Tomelloso,14.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,29,7
735657,2019-07-20,es,Ciudad Real,Tomelloso,8.0,2,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,29,7
735658,2019-07-21,es,Ciudad Real,Tomelloso,14.0,3,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,29,7
735659,2019-07-25,es,Ciudad Real,Tomelloso,18.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,30,7
735660,2019-07-26,es,Ciudad Real,Tomelloso,24.0,1,9,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,30,7
735661,2019-07-31,es,Ciudad Real,Tomelloso,11.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,31,7
735662,2019-01-08,es,Ciudad Real,Tomelloso,17.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,2,1
735663,2019-02-08,es,Ciudad Real,Tomelloso,34.0,1,13,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,6,2
735664,2019-04-08,es,Ciudad Real,Tomelloso,16.0,2,8,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,15,4
735665,2019-06-08,es,Ciudad Real,Tomelloso,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,23,6
735666,2019-09-08,es,Ciudad Real,Tomelloso,29.0,2,10,2,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,36,9
735667,2019-12-08,es,Ciudad Real,Tomelloso,12.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,49,12
735668,2019-08-14,es,Ciudad Real,Tomelloso,34.0,1,12,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,33,8
735669,2019-08-16,es,Ciudad Real,Tomelloso,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,33,8
735670,2019-08-17,es,Ciudad Real,Tomelloso,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,33,8
735671,2019-08-18,es,Ciudad Real,Tomelloso,12.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,33,8
735672,2019-08-19,es,Ciudad Real,Tomelloso,7.0,4,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,34,8
735673,2019-08-21,es,Ciudad Real,Tomelloso,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,34,8
735674,2019-08-24,es,Ciudad Real,Tomelloso,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,34,8
735675,2019-08-30,es,Ciudad Real,Tomelloso,21.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,35,8
735676,2019-01-09,es,Ciudad Real,Tomelloso,15.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,2,1
735677,2019-02-09,es,Ciudad Real,Tomelloso,16.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,6,2
735678,2019-04-09,es,Ciudad Real,Tomelloso,19.0,1,8,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,15,4
735679,2019-05-09,es,Ciudad Real,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,19,5
735680,2019-06-09,es,Ciudad Real,Tomelloso,25.0,4,11,4,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,23,6
735681,2019-07-09,es,Ciudad Real,Tomelloso,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,28,7
735682,2019-09-09,es,Ciudad Real,Tomelloso,12.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,37,9
735683,2019-11-09,es,Ciudad Real,Tomelloso,22.0,1,10,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,45,11
735684,2019-12-09,es,Ciudad Real,Tomelloso,15.0,2,8,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,50,12
735685,2019-09-13,es,Ciudad Real,Tomelloso,41.0,3,17,3,17,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,37,9
735686,2019-09-14,es,Ciudad Real,Tomelloso,19.0,2,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,37,9
735687,2019-09-15,es,Ciudad Real,Tomelloso,21.0,1,8,1,8,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,37,9
735688,2019-09-19,es,Ciudad Real,Tomelloso,31.0,7,11,4,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,38,9
735689,2019-09-20,es,Ciudad Real,Tomelloso,43.0,6,20,5,20,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,38,9
735690,2019-09-22,es,Ciudad Real,Tomelloso,15.0,1,8,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,38,9
735691,2019-09-23,es,Ciudad Real,Tomelloso,15.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si,2019,39,9
